"profesorCorreo","estudianteCorreo","asignaturaNombre","cursoNombre","trimestre","tareaNombre","valor"
"carmen-medina-torres@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Fisica","1ESO-1","3","Evaluacion T3","10.00"
"manuel-munoz-medina@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Historia","1ESO-1","1","Evaluacion T1","7.00"
"manuel-munoz-medina@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Historia","1ESO-1","2","Evaluacion T2","6.83"
"manuel-munoz-medina@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Historia","1ESO-1","3","Evaluacion T3","10.00"
"ana-lopez-martinez@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Tecnologia","1ESO-1","1","Evaluacion T1","7.16"
"ana-lopez-martinez@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Tecnologia","1ESO-1","2","Evaluacion T2","7.08"
"ana-lopez-martinez@profesor.juego-02","sofia-martinez-fuentes3@alumno.juego-02","Tecnologia","1ESO-1","3","Evaluacion T3","3.56"
"francisco-diaz-jimenez@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Matematicas","1ESO-2","1","Evaluacion T1","8.73"
"francisco-diaz-jimenez@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Matematicas","1ESO-2","2","Evaluacion T2","4.73"
"francisco-diaz-jimenez@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Matematicas","1ESO-2","3","Evaluacion T3","7.36"
"laura-navarro-serrano@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Lengua","1ESO-2","1","Evaluacion T1","8.57"
"laura-navarro-serrano@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Lengua","1ESO-2","2","Evaluacion T2","7.56"
"laura-navarro-serrano@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Lengua","1ESO-2","3","Evaluacion T3","3.48"
"david-suarez-garcia@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Ingles","1ESO-2","1","Evaluacion T1","10.00"
"david-suarez-garcia@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Ingles","1ESO-2","2","Evaluacion T2","8.53"
"david-suarez-garcia@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Ingles","1ESO-2","3","Evaluacion T3","9.70"
"elena-cabrera-gutierrez@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Fisica","1ESO-2","1","Evaluacion T1","9.82"
"elena-cabrera-gutierrez@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Fisica","1ESO-2","2","Evaluacion T2","9.58"
"elena-cabrera-gutierrez@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Fisica","1ESO-2","3","Evaluacion T3","4.77"
"pedro-delgado-herrera@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Historia","1ESO-2","1","Evaluacion T1","4.81"
"pedro-delgado-herrera@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Historia","1ESO-2","2","Evaluacion T2","8.37"
"pedro-delgado-herrera@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Historia","1ESO-2","3","Evaluacion T3","5.02"
"isabel-perez-cruz@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Tecnologia","1ESO-2","1","Evaluacion T1","7.92"
"isabel-perez-cruz@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Tecnologia","1ESO-2","2","Evaluacion T2","10.00"
"isabel-perez-cruz@profesor.juego-02","daniel-alvarez-diaz3@alumno.juego-02","Tecnologia","1ESO-2","3","Evaluacion T3","5.70"
"javier-alonso-alvarez@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Matematicas","1ESO-3","1","Evaluacion T1","9.18"
"javier-alonso-alvarez@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Matematicas","1ESO-3","2","Evaluacion T2","3.12"
"javier-alonso-alvarez@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Matematicas","1ESO-3","3","Evaluacion T3","6.07"
"lucia-moreno-vargas@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Lengua","1ESO-3","1","Evaluacion T1","4.93"
"lucia-moreno-vargas@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Lengua","1ESO-3","2","Evaluacion T2","7.40"
"lucia-moreno-vargas@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Lengua","1ESO-3","3","Evaluacion T3","4.93"
"miguel-vargas-mora@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Ingles","1ESO-3","1","Evaluacion T1","9.22"
"miguel-vargas-mora@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Ingles","1ESO-3","2","Evaluacion T2","8.61"
"miguel-vargas-mora@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Ingles","1ESO-3","3","Evaluacion T3","6.63"
"rosa-fuentes-alonso@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Fisica","1ESO-3","1","Evaluacion T1","7.60"
"rosa-fuentes-alonso@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Fisica","1ESO-3","2","Evaluacion T2","5.70"
"rosa-fuentes-alonso@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Fisica","1ESO-3","3","Evaluacion T3","3.60"
"carlos-cruz-ramos@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Historia","1ESO-3","1","Evaluacion T1","7.24"
"carlos-cruz-ramos@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Historia","1ESO-3","2","Evaluacion T2","10.00"
"carlos-cruz-ramos@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Historia","1ESO-3","3","Evaluacion T3","10.00"
"marta-rodriguez-delgado@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Tecnologia","1ESO-3","1","Evaluacion T1","7.48"
"marta-rodriguez-delgado@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Tecnologia","1ESO-3","2","Evaluacion T2","8.13"
"marta-rodriguez-delgado@profesor.juego-02","paula-suarez-herrera3@alumno.juego-02","Tecnologia","1ESO-3","3","Evaluacion T3","6.23"
"alvaro-gutierrez-romero@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Matematicas","1ESO-4","1","Evaluacion T1","9.14"
"alvaro-gutierrez-romero@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Matematicas","1ESO-4","2","Evaluacion T2","9.98"
"alvaro-gutierrez-romero@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Matematicas","1ESO-4","3","Evaluacion T3","8.33"
"beatriz-molina-suarez@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Lengua","1ESO-4","1","Evaluacion T1","4.81"
"beatriz-molina-suarez@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Lengua","1ESO-4","2","Evaluacion T2","9.86"
"beatriz-molina-suarez@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Lengua","1ESO-4","3","Evaluacion T3","5.06"
"alejandro-serrano-reyes@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Ingles","1ESO-4","1","Evaluacion T1","6.55"
"alejandro-serrano-reyes@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Ingles","1ESO-4","2","Evaluacion T2","4.65"
"alejandro-serrano-reyes@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Ingles","1ESO-4","3","Evaluacion T3","3.72"
"nuria-vazquez-diaz@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Fisica","1ESO-4","1","Evaluacion T1","6.31"
"nuria-vazquez-diaz@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Fisica","1ESO-4","2","Evaluacion T2","5.70"
"nuria-vazquez-diaz@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Fisica","1ESO-4","3","Evaluacion T3","6.59"
"roberto-martinez-castro@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Historia","1ESO-4","1","Evaluacion T1","8.73"
"roberto-martinez-castro@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Historia","1ESO-4","2","Evaluacion T2","7.80"
"roberto-martinez-castro@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Historia","1ESO-4","3","Evaluacion T3","3.24"
"sandra-fernandez-munoz@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Tecnologia","1ESO-4","1","Evaluacion T1","9.22"
"sandra-fernandez-munoz@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Tecnologia","1ESO-4","2","Evaluacion T2","6.95"
"sandra-fernandez-munoz@profesor.juego-02","adrian-vazquez-sanchez3@alumno.juego-02","Tecnologia","1ESO-4","3","Evaluacion T3","10.00"
"pablo-torres-fernandez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Matematicas","2ESO-1","1","Evaluacion T1","8.77"
"pablo-torres-fernandez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Matematicas","2ESO-1","2","Evaluacion T2","6.11"
"pablo-torres-fernandez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Matematicas","2ESO-1","3","Evaluacion T3","3.80"
"cristina-castro-blanco@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Lengua","2ESO-1","1","Evaluacion T1","6.15"
"cristina-castro-blanco@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Lengua","2ESO-1","2","Evaluacion T2","6.83"
"cristina-castro-blanco@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Lengua","2ESO-1","3","Evaluacion T3","5.86"
"fernando-santos-vazquez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Ingles","2ESO-1","1","Evaluacion T1","7.20"
"fernando-santos-vazquez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Ingles","2ESO-1","2","Evaluacion T2","7.84"
"fernando-santos-vazquez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Ingles","2ESO-1","3","Evaluacion T3","8.61"
"patricia-reyes-gomez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Fisica","2ESO-1","1","Evaluacion T1","5.74"
"patricia-reyes-gomez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Fisica","2ESO-1","2","Evaluacion T2","3.20"
"patricia-reyes-gomez@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Fisica","2ESO-1","3","Evaluacion T3","7.44"
"andres-sanchez-molina@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Historia","2ESO-1","1","Evaluacion T1","4.89"
"andres-sanchez-molina@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Historia","2ESO-1","2","Evaluacion T2","9.66"
"andres-sanchez-molina@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Historia","2ESO-1","3","Evaluacion T3","6.15"
"pilar-romero-ortega@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Tecnologia","2ESO-1","1","Evaluacion T1","10.00"
"pilar-romero-ortega@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Tecnologia","2ESO-1","2","Evaluacion T2","3.56"
"pilar-romero-ortega@profesor.juego-02","lucia-gonzalez-molina3@alumno.juego-02","Tecnologia","2ESO-1","3","Evaluacion T3","8.33"
"antonio-dominguez-rodriguez@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Matematicas","2ESO-2","1","Evaluacion T1","9.46"
"antonio-dominguez-rodriguez@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Matematicas","2ESO-2","2","Evaluacion T2","3.68"
"antonio-dominguez-rodriguez@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Matematicas","2ESO-2","3","Evaluacion T3","10.00"
"maria-ramos-ruiz@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Lengua","2ESO-2","1","Evaluacion T1","6.91"
"maria-ramos-ruiz@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Lengua","2ESO-2","2","Evaluacion T2","3.60"
"maria-ramos-ruiz@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Lengua","2ESO-2","3","Evaluacion T3","9.62"
"jose-flores-fuentes@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Ingles","2ESO-2","1","Evaluacion T1","10.00"
"jose-flores-fuentes@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Ingles","2ESO-2","2","Evaluacion T2","4.61"
"jose-flores-fuentes@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Ingles","2ESO-2","3","Evaluacion T3","4.77"
"carmen-mora-gonzalez@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Fisica","2ESO-2","1","Evaluacion T1","5.26"
"carmen-mora-gonzalez@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Fisica","2ESO-2","2","Evaluacion T2","7.72"
"carmen-mora-gonzalez@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Fisica","2ESO-2","3","Evaluacion T3","6.59"
"manuel-gonzalez-moreno@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Historia","2ESO-2","1","Evaluacion T1","8.05"
"manuel-gonzalez-moreno@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Historia","2ESO-2","2","Evaluacion T2","3.08"
"manuel-gonzalez-moreno@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Historia","2ESO-2","3","Evaluacion T3","10.00"
"ana-alvarez-flores@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Tecnologia","2ESO-2","1","Evaluacion T1","9.86"
"ana-alvarez-flores@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Tecnologia","2ESO-2","2","Evaluacion T2","7.76"
"ana-alvarez-flores@profesor.juego-02","hugo-navarro-delgado3@alumno.juego-02","Tecnologia","2ESO-2","3","Evaluacion T3","6.11"
"francisco-ruiz-perez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Matematicas","2ESO-3","1","Evaluacion T1","7.12"
"francisco-ruiz-perez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Matematicas","2ESO-3","2","Evaluacion T2","4.89"
"francisco-ruiz-perez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Matematicas","2ESO-3","3","Evaluacion T3","8.97"
"laura-herrera-dominguez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Lengua","2ESO-3","1","Evaluacion T1","10.00"
"laura-herrera-dominguez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Lengua","2ESO-3","2","Evaluacion T2","10.00"
"laura-herrera-dominguez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Lengua","2ESO-3","3","Evaluacion T3","3.84"
"david-ortega-cabrera@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Ingles","2ESO-3","1","Evaluacion T1","3.12"
"david-ortega-cabrera@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Ingles","2ESO-3","2","Evaluacion T2","7.80"
"david-ortega-cabrera@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Ingles","2ESO-3","3","Evaluacion T3","10.00"
"elena-garcia-sanchez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Fisica","2ESO-3","1","Evaluacion T1","8.01"
"elena-garcia-sanchez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Fisica","2ESO-3","2","Evaluacion T2","5.26"
"elena-garcia-sanchez@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Fisica","2ESO-3","3","Evaluacion T3","5.14"
"pedro-gomez-navarro@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Historia","2ESO-3","1","Evaluacion T1","4.45"
"pedro-gomez-navarro@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Historia","2ESO-3","2","Evaluacion T2","9.42"
"pedro-gomez-navarro@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Historia","2ESO-3","3","Evaluacion T3","3.52"
"isabel-jimenez-santos@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Tecnologia","2ESO-3","1","Evaluacion T1","10.00"
"isabel-jimenez-santos@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Tecnologia","2ESO-3","2","Evaluacion T2","9.90"
"isabel-jimenez-santos@profesor.juego-02","mia-serrano-jimenez3@alumno.juego-02","Tecnologia","2ESO-3","3","Evaluacion T3","7.80"
"javier-blanco-lopez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Matematicas","2ESO-4","1","Evaluacion T1","10.00"
"javier-blanco-lopez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Matematicas","2ESO-4","2","Evaluacion T2","10.00"
"javier-blanco-lopez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Matematicas","2ESO-4","3","Evaluacion T3","4.57"
"lucia-medina-torres@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Lengua","2ESO-4","1","Evaluacion T1","4.29"
"lucia-medina-torres@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Lengua","2ESO-4","2","Evaluacion T2","10.00"
"lucia-medina-torres@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Lengua","2ESO-4","3","Evaluacion T3","10.00"
"miguel-munoz-medina@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Ingles","2ESO-4","1","Evaluacion T1","3.36"
"miguel-munoz-medina@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Ingles","2ESO-4","2","Evaluacion T2","6.23"
"miguel-munoz-medina@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Ingles","2ESO-4","3","Evaluacion T3","4.13"
"rosa-lopez-martinez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Fisica","2ESO-4","1","Evaluacion T1","4.13"
"rosa-lopez-martinez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Fisica","2ESO-4","2","Evaluacion T2","6.03"
"rosa-lopez-martinez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Fisica","2ESO-4","3","Evaluacion T3","9.14"
"carlos-diaz-jimenez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Historia","2ESO-4","1","Evaluacion T1","10.00"
"carlos-diaz-jimenez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Historia","2ESO-4","2","Evaluacion T2","7.84"
"carlos-diaz-jimenez@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Historia","2ESO-4","3","Evaluacion T3","10.00"
"marta-navarro-serrano@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Tecnologia","2ESO-4","1","Evaluacion T1","10.00"
"marta-navarro-serrano@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Tecnologia","2ESO-4","2","Evaluacion T2","3.48"
"marta-navarro-serrano@profesor.juego-02","marcos-mora-flores3@alumno.juego-02","Tecnologia","2ESO-4","3","Evaluacion T3","4.61"
"alvaro-suarez-garcia@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Matematicas","3ESO-1","1","Evaluacion T1","4.13"
"alvaro-suarez-garcia@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Matematicas","3ESO-1","2","Evaluacion T2","10.00"
"alvaro-suarez-garcia@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Matematicas","3ESO-1","3","Evaluacion T3","8.53"
"beatriz-cabrera-gutierrez@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Lengua","3ESO-1","1","Evaluacion T1","8.29"
"beatriz-cabrera-gutierrez@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Lengua","3ESO-1","2","Evaluacion T2","9.58"
"beatriz-cabrera-gutierrez@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Lengua","3ESO-1","3","Evaluacion T3","7.60"
"alejandro-delgado-herrera@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Ingles","3ESO-1","1","Evaluacion T1","7.00"
"alejandro-delgado-herrera@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Ingles","3ESO-1","2","Evaluacion T2","8.53"
"alejandro-delgado-herrera@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Ingles","3ESO-1","3","Evaluacion T3","5.78"
"nuria-perez-cruz@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Fisica","3ESO-1","1","Evaluacion T1","10.00"
"nuria-perez-cruz@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Fisica","3ESO-1","2","Evaluacion T2","8.73"
"nuria-perez-cruz@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Fisica","3ESO-1","3","Evaluacion T3","5.70"
"roberto-alonso-alvarez@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Historia","3ESO-1","1","Evaluacion T1","6.67"
"roberto-alonso-alvarez@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Historia","3ESO-1","2","Evaluacion T2","8.45"
"roberto-alonso-alvarez@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Historia","3ESO-1","3","Evaluacion T3","7.12"
"sandra-moreno-vargas@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Tecnologia","3ESO-1","1","Evaluacion T1","10.00"
"sandra-moreno-vargas@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Tecnologia","3ESO-1","2","Evaluacion T2","6.59"
"sandra-moreno-vargas@profesor.juego-02","valeria-diaz-fernandez3@alumno.juego-02","Tecnologia","3ESO-1","3","Evaluacion T3","10.00"
"pablo-vargas-mora@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Matematicas","3ESO-2","1","Evaluacion T1","6.43"
"pablo-vargas-mora@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Matematicas","3ESO-2","2","Evaluacion T2","3.12"
"pablo-vargas-mora@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Matematicas","3ESO-2","3","Evaluacion T3","3.36"
"cristina-fuentes-alonso@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Lengua","3ESO-2","1","Evaluacion T1","5.94"
"cristina-fuentes-alonso@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Lengua","3ESO-2","2","Evaluacion T2","6.35"
"cristina-fuentes-alonso@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Lengua","3ESO-2","3","Evaluacion T3","7.68"
"fernando-cruz-ramos@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Ingles","3ESO-2","1","Evaluacion T1","5.82"
"fernando-cruz-ramos@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Ingles","3ESO-2","2","Evaluacion T2","8.05"
"fernando-cruz-ramos@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Ingles","3ESO-2","3","Evaluacion T3","9.46"
"patricia-rodriguez-delgado@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Fisica","3ESO-2","1","Evaluacion T1","3.40"
"patricia-rodriguez-delgado@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Fisica","3ESO-2","2","Evaluacion T2","4.21"
"patricia-rodriguez-delgado@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Fisica","3ESO-2","3","Evaluacion T3","7.72"
"andres-gutierrez-romero@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Historia","3ESO-2","1","Evaluacion T1","10.00"
"andres-gutierrez-romero@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Historia","3ESO-2","2","Evaluacion T2","4.81"
"andres-gutierrez-romero@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Historia","3ESO-2","3","Evaluacion T3","3.80"
"pilar-molina-suarez@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Tecnologia","3ESO-2","1","Evaluacion T1","5.42"
"pilar-molina-suarez@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Tecnologia","3ESO-2","2","Evaluacion T2","6.79"
"pilar-molina-suarez@profesor.juego-02","oscar-molina-vargas3@alumno.juego-02","Tecnologia","3ESO-2","3","Evaluacion T3","5.62"
"antonio-serrano-reyes@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Matematicas","3ESO-3","1","Evaluacion T1","10.00"
"antonio-serrano-reyes@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Matematicas","3ESO-3","2","Evaluacion T2","8.57"
"antonio-serrano-reyes@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Matematicas","3ESO-3","3","Evaluacion T3","7.44"
"maria-vazquez-diaz@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Lengua","3ESO-3","1","Evaluacion T1","3.92"
"maria-vazquez-diaz@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Lengua","3ESO-3","2","Evaluacion T2","10.00"
"maria-vazquez-diaz@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Lengua","3ESO-3","3","Evaluacion T3","10.00"
"jose-martinez-castro@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Ingles","3ESO-3","1","Evaluacion T1","5.58"
"jose-martinez-castro@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Ingles","3ESO-3","2","Evaluacion T2","9.82"
"jose-martinez-castro@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Ingles","3ESO-3","3","Evaluacion T3","10.00"
"carmen-fernandez-munoz@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Fisica","3ESO-3","1","Evaluacion T1","6.59"
"carmen-fernandez-munoz@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Fisica","3ESO-3","2","Evaluacion T2","7.68"
"carmen-fernandez-munoz@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Fisica","3ESO-3","3","Evaluacion T3","3.76"
"manuel-torres-fernandez@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Historia","3ESO-3","1","Evaluacion T1","10.00"
"manuel-torres-fernandez@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Historia","3ESO-3","2","Evaluacion T2","6.47"
"manuel-torres-fernandez@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Historia","3ESO-3","3","Evaluacion T3","3.72"
"ana-castro-blanco@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Tecnologia","3ESO-3","1","Evaluacion T1","6.71"
"ana-castro-blanco@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Tecnologia","3ESO-3","2","Evaluacion T2","8.33"
"ana-castro-blanco@profesor.juego-02","sara-flores-lopez3@alumno.juego-02","Tecnologia","3ESO-3","3","Evaluacion T3","4.97"
"francisco-santos-vazquez@profesor.juego-02","alejandro-lopez-ruiz3@alumno.juego-02","Matematicas","3ESO-4","1","Evaluacion T1","3.68"
"francisco-santos-vazquez@profesor.juego-02","alejandro-lopez-ruiz3@alumno.juego-02","Matematicas","3ESO-4","2","Evaluacion T2","10.00"
"francisco-santos-vazquez@profesor.juego-02","alejandro-lopez-ruiz3@alumno.juego-02","Matematicas","3ESO-4","3","Evaluacion T3","7.92"
"laura-reyes-gomez@profesor.juego-02","alejandro-lopez-ruiz3@alumno.juego-02","Lengua","3ESO-4","1","Evaluacion T1","9.50"
"laura-reyes-gomez@profesor.juego-02","alejandro-lopez-ruiz3@alumno.juego-02","Lengua","3ESO-4","2","Evaluacion T2","10.00"
