"estudianteCorreo","asignaturaNombre","cursoNombre"
"emma-gutierrez-reyes3@alumno.juego-02","Tecnologia","4ESO-1"
"martin-ramos-gutierrez3@alumno.juego-02","Matematicas","4ESO-2"
"martin-ramos-gutierrez3@alumno.juego-02","Lengua","4ESO-2"
"martin-ramos-gutierrez3@alumno.juego-02","Ingles","4ESO-2"
"martin-ramos-gutierrez3@alumno.juego-02","Fisica","4ESO-2"
"martin-ramos-gutierrez3@alumno.juego-02","Historia","4ESO-2"
"martin-ramos-gutierrez3@alumno.juego-02","Tecnologia","4ESO-2"
"claudia-munoz-cabrera3@alumno.juego-02","Matematicas","4ESO-3"
"claudia-munoz-cabrera3@alumno.juego-02","Lengua","4ESO-3"
"claudia-munoz-cabrera3@alumno.juego-02","Ingles","4ESO-3"
"claudia-munoz-cabrera3@alumno.juego-02","Fisica","4ESO-3"
"claudia-munoz-cabrera3@alumno.juego-02","Historia","4ESO-3"
"claudia-munoz-cabrera3@alumno.juego-02","Tecnologia","4ESO-3"
"sergio-rodriguez-gomez3@alumno.juego-02","Matematicas","4ESO-4"
"sergio-rodriguez-gomez3@alumno.juego-02","Lengua","4ESO-4"
"sergio-rodriguez-gomez3@alumno.juego-02","Ingles","4ESO-4"
"sergio-rodriguez-gomez3@alumno.juego-02","Fisica","4ESO-4"
"sergio-rodriguez-gomez3@alumno.juego-02","Historia","4ESO-4"
"sergio-rodriguez-gomez3@alumno.juego-02","Tecnologia","4ESO-4"
"noa-dominguez-ramos3@alumno.juego-02","Matematicas","1BACH-1"
"noa-dominguez-ramos3@alumno.juego-02","Lengua","1BACH-1"
"noa-dominguez-ramos3@alumno.juego-02","Ingles","1BACH-1"
"noa-dominguez-ramos3@alumno.juego-02","Fisica","1BACH-1"
"noa-dominguez-ramos3@alumno.juego-02","Historia","1BACH-1"
"noa-dominguez-ramos3@alumno.juego-02","Tecnologia","1BACH-1"
"diego-medina-martinez3@alumno.juego-02","Matematicas","1BACH-2"
"diego-medina-martinez3@alumno.juego-02","Lengua","1BACH-2"
"diego-medina-martinez3@alumno.juego-02","Ingles","1BACH-2"
"diego-medina-martinez3@alumno.juego-02","Fisica","1BACH-2"
"diego-medina-martinez3@alumno.juego-02","Historia","1BACH-2"
"diego-medina-martinez3@alumno.juego-02","Tecnologia","1BACH-2"
"alba-cruz-moreno3@alumno.juego-02","Matematicas","1BACH-3"
"alba-cruz-moreno3@alumno.juego-02","Lengua","1BACH-3"
"alba-cruz-moreno3@alumno.juego-02","Ingles","1BACH-3"
"alba-cruz-moreno3@alumno.juego-02","Fisica","1BACH-3"
"alba-cruz-moreno3@alumno.juego-02","Historia","1BACH-3"
"alba-cruz-moreno3@alumno.juego-02","Tecnologia","1BACH-3"
"ivan-romero-munoz3@alumno.juego-02","Matematicas","2BACH-1"
"ivan-romero-munoz3@alumno.juego-02","Lengua","2BACH-1"
"ivan-romero-munoz3@alumno.juego-02","Ingles","2BACH-1"
"ivan-romero-munoz3@alumno.juego-02","Fisica","2BACH-1"
"ivan-romero-munoz3@alumno.juego-02","Historia","2BACH-1"
"ivan-romero-munoz3@alumno.juego-02","Tecnologia","2BACH-1"
"irene-blanco-alvarez3@alumno.juego-02","Matematicas","2BACH-2"
"irene-blanco-alvarez3@alumno.juego-02","Lengua","2BACH-2"
"irene-blanco-alvarez3@alumno.juego-02","Ingles","2BACH-2"
"irene-blanco-alvarez3@alumno.juego-02","Fisica","2BACH-2"
"irene-blanco-alvarez3@alumno.juego-02","Historia","2BACH-2"
"irene-blanco-alvarez3@alumno.juego-02","Tecnologia","2BACH-2"
"rafael-fuentes-santos3@alumno.juego-02","Matematicas","2BACH-3"
"rafael-fuentes-santos3@alumno.juego-02","Lengua","2BACH-3"
"rafael-fuentes-santos3@alumno.juego-02","Ingles","2BACH-3"
"rafael-fuentes-santos3@alumno.juego-02","Fisica","2BACH-3"
"rafael-fuentes-santos3@alumno.juego-02","Historia","2BACH-3"
"rafael-fuentes-santos3@alumno.juego-02","Tecnologia","2BACH-3"
"leire-sanchez-rodriguez3@alumno.juego-02","Matematicas","1ESO-1"
"leire-sanchez-rodriguez3@alumno.juego-02","Lengua","1ESO-1"
"leire-sanchez-rodriguez3@alumno.juego-02","Ingles","1ESO-1"
"leire-sanchez-rodriguez3@alumno.juego-02","Fisica","1ESO-1"
"leire-sanchez-rodriguez3@alumno.juego-02","Historia","1ESO-1"
"leire-sanchez-rodriguez3@alumno.juego-02","Tecnologia","1ESO-1"
"ruben-jimenez-suarez3@alumno.juego-02","Matematicas","1ESO-2"
"ruben-jimenez-suarez3@alumno.juego-02","Lengua","1ESO-2"
"ruben-jimenez-suarez3@alumno.juego-02","Ingles","1ESO-2"
"ruben-jimenez-suarez3@alumno.juego-02","Fisica","1ESO-2"
"ruben-jimenez-suarez3@alumno.juego-02","Historia","1ESO-2"
"ruben-jimenez-suarez3@alumno.juego-02","Tecnologia","1ESO-2"
"marina-vargas-garcia3@alumno.juego-02","Matematicas","1ESO-3"
"marina-vargas-garcia3@alumno.juego-02","Lengua","1ESO-3"
"marina-vargas-garcia3@alumno.juego-02","Ingles","1ESO-3"
"marina-vargas-garcia3@alumno.juego-02","Fisica","1ESO-3"
"marina-vargas-garcia3@alumno.juego-02","Historia","1ESO-3"
"marina-vargas-garcia3@alumno.juego-02","Tecnologia","1ESO-3"
"gonzalo-reyes-dominguez3@alumno.juego-02","Matematicas","1ESO-4"
"gonzalo-reyes-dominguez3@alumno.juego-02","Lengua","1ESO-4"
"gonzalo-reyes-dominguez3@alumno.juego-02","Ingles","1ESO-4"
"gonzalo-reyes-dominguez3@alumno.juego-02","Fisica","1ESO-4"
"gonzalo-reyes-dominguez3@alumno.juego-02","Historia","1ESO-4"
"gonzalo-reyes-dominguez3@alumno.juego-02","Tecnologia","1ESO-4"
"carla-gomez-vazquez3@alumno.juego-02","Matematicas","2ESO-1"
"carla-gomez-vazquez3@alumno.juego-02","Lengua","2ESO-1"
"carla-gomez-vazquez3@alumno.juego-02","Ingles","2ESO-1"
"carla-gomez-vazquez3@alumno.juego-02","Fisica","2ESO-1"
"carla-gomez-vazquez3@alumno.juego-02","Historia","2ESO-1"
"carla-gomez-vazquez3@alumno.juego-02","Tecnologia","2ESO-1"
"raul-moreno-alonso3@alumno.juego-02","Matematicas","2ESO-2"
"raul-moreno-alonso3@alumno.juego-02","Lengua","2ESO-2"
"raul-moreno-alonso3@alumno.juego-02","Ingles","2ESO-2"
"raul-moreno-alonso3@alumno.juego-02","Fisica","2ESO-2"
"raul-moreno-alonso3@alumno.juego-02","Historia","2ESO-2"
"raul-moreno-alonso3@alumno.juego-02","Tecnologia","2ESO-2"
"ines-santos-medina3@alumno.juego-02","Matematicas","2ESO-3"
"ines-santos-medina3@alumno.juego-02","Lengua","2ESO-3"
"ines-santos-medina3@alumno.juego-02","Ingles","2ESO-3"
"ines-santos-medina3@alumno.juego-02","Fisica","2ESO-3"
"ines-santos-medina3@alumno.juego-02","Historia","2ESO-3"
"ines-santos-medina3@alumno.juego-02","Tecnologia","2ESO-3"
"alberto-garcia-gonzalez3@alumno.juego-02","Matematicas","2ESO-4"
"alberto-garcia-gonzalez3@alumno.juego-02","Lengua","2ESO-4"
"alberto-garcia-gonzalez3@alumno.juego-02","Ingles","2ESO-4"
"alberto-garcia-gonzalez3@alumno.juego-02","Fisica","2ESO-4"
"alberto-garcia-gonzalez3@alumno.juego-02","Historia","2ESO-4"
"alberto-garcia-gonzalez3@alumno.juego-02","Tecnologia","2ESO-4"
"sofia-alonso-castro4@alumno.juego-02","Matematicas","3ESO-1"
"sofia-alonso-castro4@alumno.juego-02","Lengua","3ESO-1"
"sofia-alonso-castro4@alumno.juego-02","Ingles","3ESO-1"
"sofia-alonso-castro4@alumno.juego-02","Fisica","3ESO-1"
"sofia-alonso-castro4@alumno.juego-02","Historia","3ESO-1"
"sofia-alonso-castro4@alumno.juego-02","Tecnologia","3ESO-1"
"daniel-castro-cruz4@alumno.juego-02","Matematicas","3ESO-2"
"daniel-castro-cruz4@alumno.juego-02","Lengua","3ESO-2"
"daniel-castro-cruz4@alumno.juego-02","Ingles","3ESO-2"
"daniel-castro-cruz4@alumno.juego-02","Fisica","3ESO-2"
"daniel-castro-cruz4@alumno.juego-02","Historia","3ESO-2"
"daniel-castro-cruz4@alumno.juego-02","Tecnologia","3ESO-2"
"paula-ortega-navarro4@alumno.juego-02","Matematicas","3ESO-3"
"paula-ortega-navarro4@alumno.juego-02","Lengua","3ESO-3"
"paula-ortega-navarro4@alumno.juego-02","Ingles","3ESO-3"
"paula-ortega-navarro4@alumno.juego-02","Fisica","3ESO-3"
"paula-ortega-navarro4@alumno.juego-02","Historia","3ESO-3"
"paula-ortega-navarro4@alumno.juego-02","Tecnologia","3ESO-3"
"adrian-perez-ortega4@alumno.juego-02","Matematicas","3ESO-4"
"adrian-perez-ortega4@alumno.juego-02","Lengua","3ESO-4"
"adrian-perez-ortega4@alumno.juego-02","Ingles","3ESO-4"
"adrian-perez-ortega4@alumno.juego-02","Fisica","3ESO-4"
"adrian-perez-ortega4@alumno.juego-02","Historia","3ESO-4"
"adrian-perez-ortega4@alumno.juego-02","Tecnologia","3ESO-4"
"lucia-torres-romero4@alumno.juego-02","Matematicas","4ESO-1"
"lucia-torres-romero4@alumno.juego-02","Lengua","4ESO-1"
"lucia-torres-romero4@alumno.juego-02","Ingles","4ESO-1"
"lucia-torres-romero4@alumno.juego-02","Fisica","4ESO-1"
"lucia-torres-romero4@alumno.juego-02","Historia","4ESO-1"
"lucia-torres-romero4@alumno.juego-02","Tecnologia","4ESO-1"
"hugo-herrera-serrano4@alumno.juego-02","Matematicas","4ESO-2"
"hugo-herrera-serrano4@alumno.juego-02","Lengua","4ESO-2"
"hugo-herrera-serrano4@alumno.juego-02","Ingles","4ESO-2"
"hugo-herrera-serrano4@alumno.juego-02","Fisica","4ESO-2"
"hugo-herrera-serrano4@alumno.juego-02","Historia","4ESO-2"
"hugo-herrera-serrano4@alumno.juego-02","Tecnologia","4ESO-2"
"mia-delgado-perez4@alumno.juego-02","Matematicas","4ESO-3"
"mia-delgado-perez4@alumno.juego-02","Lengua","4ESO-3"
"mia-delgado-perez4@alumno.juego-02","Ingles","4ESO-3"
"mia-delgado-perez4@alumno.juego-02","Fisica","4ESO-3"
"mia-delgado-perez4@alumno.juego-02","Historia","4ESO-3"
"mia-delgado-perez4@alumno.juego-02","Tecnologia","4ESO-3"
"marcos-fernandez-blanco4@alumno.juego-02","Matematicas","4ESO-4"
"marcos-fernandez-blanco4@alumno.juego-02","Lengua","4ESO-4"
"marcos-fernandez-blanco4@alumno.juego-02","Ingles","4ESO-4"
"marcos-fernandez-blanco4@alumno.juego-02","Fisica","4ESO-4"
"marcos-fernandez-blanco4@alumno.juego-02","Historia","4ESO-4"
"marcos-fernandez-blanco4@alumno.juego-02","Tecnologia","4ESO-4"
"valeria-ruiz-mora4@alumno.juego-02","Matematicas","1BACH-1"
"valeria-ruiz-mora4@alumno.juego-02","Lengua","1BACH-1"
"valeria-ruiz-mora4@alumno.juego-02","Ingles","1BACH-1"
"valeria-ruiz-mora4@alumno.juego-02","Fisica","1BACH-1"
"valeria-ruiz-mora4@alumno.juego-02","Historia","1BACH-1"
"valeria-ruiz-mora4@alumno.juego-02","Tecnologia","1BACH-1"
"oscar-cabrera-torres4@alumno.juego-02","Matematicas","1BACH-2"
"oscar-cabrera-torres4@alumno.juego-02","Lengua","1BACH-2"
"oscar-cabrera-torres4@alumno.juego-02","Ingles","1BACH-2"
"oscar-cabrera-torres4@alumno.juego-02","Fisica","1BACH-2"
"oscar-cabrera-torres4@alumno.juego-02","Historia","1BACH-2"
"oscar-cabrera-torres4@alumno.juego-02","Tecnologia","1BACH-2"
"sara-martinez-fuentes4@alumno.juego-02","Matematicas","1BACH-3"
"sara-martinez-fuentes4@alumno.juego-02","Lengua","1BACH-3"
"sara-martinez-fuentes4@alumno.juego-02","Ingles","1BACH-3"
"sara-martinez-fuentes4@alumno.juego-02","Fisica","1BACH-3"
"sara-martinez-fuentes4@alumno.juego-02","Historia","1BACH-3"
"sara-martinez-fuentes4@alumno.juego-02","Tecnologia","1BACH-3"
"alejandro-alvarez-diaz4@alumno.juego-02","Matematicas","2BACH-1"
"alejandro-alvarez-diaz4@alumno.juego-02","Lengua","2BACH-1"
"alejandro-alvarez-diaz4@alumno.juego-02","Ingles","2BACH-1"
"alejandro-alvarez-diaz4@alumno.juego-02","Fisica","2BACH-1"
"alejandro-alvarez-diaz4@alumno.juego-02","Historia","2BACH-1"
"alejandro-alvarez-diaz4@alumno.juego-02","Tecnologia","2BACH-1"
"emma-suarez-herrera4@alumno.juego-02","Matematicas","2BACH-2"
"emma-suarez-herrera4@alumno.juego-02","Lengua","2BACH-2"
"emma-suarez-herrera4@alumno.juego-02","Ingles","2BACH-2"
"emma-suarez-herrera4@alumno.juego-02","Fisica","2BACH-2"
"emma-suarez-herrera4@alumno.juego-02","Historia","2BACH-2"
"emma-suarez-herrera4@alumno.juego-02","Tecnologia","2BACH-2"
"martin-vazquez-sanchez4@alumno.juego-02","Matematicas","2BACH-3"
"martin-vazquez-sanchez4@alumno.juego-02","Lengua","2BACH-3"
"martin-vazquez-sanchez4@alumno.juego-02","Ingles","2BACH-3"
"martin-vazquez-sanchez4@alumno.juego-02","Fisica","2BACH-3"
"martin-vazquez-sanchez4@alumno.juego-02","Historia","2BACH-3"
"martin-vazquez-sanchez4@alumno.juego-02","Tecnologia","2BACH-3"
"claudia-gonzalez-molina4@alumno.juego-02","Matematicas","1ESO-1"
"claudia-gonzalez-molina4@alumno.juego-02","Lengua","1ESO-1"
"claudia-gonzalez-molina4@alumno.juego-02","Ingles","1ESO-1"
"claudia-gonzalez-molina4@alumno.juego-02","Fisica","1ESO-1"
"claudia-gonzalez-molina4@alumno.juego-02","Historia","1ESO-1"
"claudia-gonzalez-molina4@alumno.juego-02","Tecnologia","1ESO-1"
"sergio-navarro-delgado4@alumno.juego-02","Matematicas","1ESO-2"
"sergio-navarro-delgado4@alumno.juego-02","Lengua","1ESO-2"
"sergio-navarro-delgado4@alumno.juego-02","Ingles","1ESO-2"
"sergio-navarro-delgado4@alumno.juego-02","Fisica","1ESO-2"
"sergio-navarro-delgado4@alumno.juego-02","Historia","1ESO-2"
"sergio-navarro-delgado4@alumno.juego-02","Tecnologia","1ESO-2"
"noa-serrano-jimenez4@alumno.juego-02","Matematicas","1ESO-3"
"noa-serrano-jimenez4@alumno.juego-02","Lengua","1ESO-3"
"noa-serrano-jimenez4@alumno.juego-02","Ingles","1ESO-3"
"noa-serrano-jimenez4@alumno.juego-02","Fisica","1ESO-3"
"noa-serrano-jimenez4@alumno.juego-02","Historia","1ESO-3"
"noa-serrano-jimenez4@alumno.juego-02","Tecnologia","1ESO-3"
"diego-mora-flores4@alumno.juego-02","Matematicas","1ESO-4"
"diego-mora-flores4@alumno.juego-02","Lengua","1ESO-4"
"diego-mora-flores4@alumno.juego-02","Ingles","1ESO-4"
"diego-mora-flores4@alumno.juego-02","Fisica","1ESO-4"
"diego-mora-flores4@alumno.juego-02","Historia","1ESO-4"
"diego-mora-flores4@alumno.juego-02","Tecnologia","1ESO-4"
"alba-diaz-fernandez4@alumno.juego-02","Matematicas","2ESO-1"
"alba-diaz-fernandez4@alumno.juego-02","Lengua","2ESO-1"
"alba-diaz-fernandez4@alumno.juego-02","Ingles","2ESO-1"
"alba-diaz-fernandez4@alumno.juego-02","Fisica","2ESO-1"
"alba-diaz-fernandez4@alumno.juego-02","Historia","2ESO-1"
"alba-diaz-fernandez4@alumno.juego-02","Tecnologia","2ESO-1"
"ivan-molina-vargas4@alumno.juego-02","Matematicas","2ESO-2"
"ivan-molina-vargas4@alumno.juego-02","Lengua","2ESO-2"
"ivan-molina-vargas4@alumno.juego-02","Ingles","2ESO-2"
"ivan-molina-vargas4@alumno.juego-02","Fisica","2ESO-2"
"ivan-molina-vargas4@alumno.juego-02","Historia","2ESO-2"
"ivan-molina-vargas4@alumno.juego-02","Tecnologia","2ESO-2"
"irene-flores-lopez4@alumno.juego-02","Matematicas","2ESO-3"
"irene-flores-lopez4@alumno.juego-02","Lengua","2ESO-3"
"irene-flores-lopez4@alumno.juego-02","Ingles","2ESO-3"
"irene-flores-lopez4@alumno.juego-02","Fisica","2ESO-3"
"irene-flores-lopez4@alumno.juego-02","Historia","2ESO-3"
"irene-flores-lopez4@alumno.juego-02","Tecnologia","2ESO-3"
"rafael-lopez-ruiz4@alumno.juego-02","Matematicas","2ESO-4"
"rafael-lopez-ruiz4@alumno.juego-02","Lengua","2ESO-4"
"rafael-lopez-ruiz4@alumno.juego-02","Ingles","2ESO-4"
"rafael-lopez-ruiz4@alumno.juego-02","Fisica","2ESO-4"
"rafael-lopez-ruiz4@alumno.juego-02","Historia","2ESO-4"
"rafael-lopez-ruiz4@alumno.juego-02","Tecnologia","2ESO-4"
"leire-gutierrez-reyes4@alumno.juego-02","Matematicas","3ESO-1"
"leire-gutierrez-reyes4@alumno.juego-02","Lengua","3ESO-1"
"leire-gutierrez-reyes4@alumno.juego-02","Ingles","3ESO-1"
"leire-gutierrez-reyes4@alumno.juego-02","Fisica","3ESO-1"
"leire-gutierrez-reyes4@alumno.juego-02","Historia","3ESO-1"
"leire-gutierrez-reyes4@alumno.juego-02","Tecnologia","3ESO-1"
"ruben-ramos-gutierrez4@alumno.juego-02","Matematicas","3ESO-2"
"ruben-ramos-gutierrez4@alumno.juego-02","Lengua","3ESO-2"
"ruben-ramos-gutierrez4@alumno.juego-02","Ingles","3ESO-2"
"ruben-ramos-gutierrez4@alumno.juego-02","Fisica","3ESO-2"
"ruben-ramos-gutierrez4@alumno.juego-02","Historia","3ESO-2"
"ruben-ramos-gutierrez4@alumno.juego-02","Tecnologia","3ESO-2"
"marina-munoz-cabrera4@alumno.juego-02","Matematicas","3ESO-3"
"marina-munoz-cabrera4@alumno.juego-02","Lengua","3ESO-3"
"marina-munoz-cabrera4@alumno.juego-02","Ingles","3ESO-3"
"marina-munoz-cabrera4@alumno.juego-02","Fisica","3ESO-3"
"marina-munoz-cabrera4@alumno.juego-02","Historia","3ESO-3"
"marina-munoz-cabrera4@alumno.juego-02","Tecnologia","3ESO-3"
"gonzalo-rodriguez-gomez4@alumno.juego-02","Matematicas","3ESO-4"
"gonzalo-rodriguez-gomez4@alumno.juego-02","Lengua","3ESO-4"
"gonzalo-rodriguez-gomez4@alumno.juego-02","Ingles","3ESO-4"
"gonzalo-rodriguez-gomez4@alumno.juego-02","Fisica","3ESO-4"
"gonzalo-rodriguez-gomez4@alumno.juego-02","Historia","3ESO-4"
"gonzalo-rodriguez-gomez4@alumno.juego-02","Tecnologia","3ESO-4"
"carla-dominguez-ramos4@alumno.juego-02","Matematicas","4ESO-1"
"carla-dominguez-ramos4@alumno.juego-02","Lengua","4ESO-1"
"carla-dominguez-ramos4@alumno.juego-02","Ingles","4ESO-1"
"carla-dominguez-ramos4@alumno.juego-02","Fisica","4ESO-1"
"carla-dominguez-ramos4@alumno.juego-02","Historia","4ESO-1"
"carla-dominguez-ramos4@alumno.juego-02","Tecnologia","4ESO-1"
"raul-medina-martinez4@alumno.juego-02","Matematicas","4ESO-2"
"raul-medina-martinez4@alumno.juego-02","Lengua","4ESO-2"
"raul-medina-martinez4@alumno.juego-02","Ingles","4ESO-2"
"raul-medina-martinez4@alumno.juego-02","Fisica","4ESO-2"
"raul-medina-martinez4@alumno.juego-02","Historia","4ESO-2"
"raul-medina-martinez4@alumno.juego-02","Tecnologia","4ESO-2"
"ines-cruz-moreno4@alumno.juego-02","Matematicas","4ESO-3"
"ines-cruz-moreno4@alumno.juego-02","Lengua","4ESO-3"
"ines-cruz-moreno4@alumno.juego-02","Ingles","4ESO-3"
"ines-cruz-moreno4@alumno.juego-02","Fisica","4ESO-3"
"ines-cruz-moreno4@alumno.juego-02","Historia","4ESO-3"
"ines-cruz-moreno4@alumno.juego-02","Tecnologia","4ESO-3"
"alberto-romero-munoz4@alumno.juego-02","Matematicas","4ESO-4"
"alberto-romero-munoz4@alumno.juego-02","Lengua","4ESO-4"
"alberto-romero-munoz4@alumno.juego-02","Ingles","4ESO-4"
"alberto-romero-munoz4@alumno.juego-02","Fisica","4ESO-4"
"alberto-romero-munoz4@alumno.juego-02","Historia","4ESO-4"
"alberto-romero-munoz4@alumno.juego-02","Tecnologia","4ESO-4"
"sofia-blanco-alvarez4@alumno.juego-02","Matematicas","1BACH-1"
"sofia-blanco-alvarez4@alumno.juego-02","Lengua","1BACH-1"
"sofia-blanco-alvarez4@alumno.juego-02","Ingles","1BACH-1"
"sofia-blanco-alvarez4@alumno.juego-02","Fisica","1BACH-1"
"sofia-blanco-alvarez4@alumno.juego-02","Historia","1BACH-1"
"sofia-blanco-alvarez4@alumno.juego-02","Tecnologia","1BACH-1"
"daniel-fuentes-santos4@alumno.juego-02","Matematicas","1BACH-2"
"daniel-fuentes-santos4@alumno.juego-02","Lengua","1BACH-2"
"daniel-fuentes-santos4@alumno.juego-02","Ingles","1BACH-2"
"daniel-fuentes-santos4@alumno.juego-02","Fisica","1BACH-2"
"daniel-fuentes-santos4@alumno.juego-02","Historia","1BACH-2"
"daniel-fuentes-santos4@alumno.juego-02","Tecnologia","1BACH-2"
"paula-sanchez-rodriguez4@alumno.juego-02","Matematicas","1BACH-3"
"paula-sanchez-rodriguez4@alumno.juego-02","Lengua","1BACH-3"
"paula-sanchez-rodriguez4@alumno.juego-02","Ingles","1BACH-3"
"paula-sanchez-rodriguez4@alumno.juego-02","Fisica","1BACH-3"
"paula-sanchez-rodriguez4@alumno.juego-02","Historia","1BACH-3"
"paula-sanchez-rodriguez4@alumno.juego-02","Tecnologia","1BACH-3"
"adrian-jimenez-suarez4@alumno.juego-02","Matematicas","2BACH-1"
"adrian-jimenez-suarez4@alumno.juego-02","Lengua","2BACH-1"
"adrian-jimenez-suarez4@alumno.juego-02","Ingles","2BACH-1"
"adrian-jimenez-suarez4@alumno.juego-02","Fisica","2BACH-1"
"adrian-jimenez-suarez4@alumno.juego-02","Historia","2BACH-1"
"adrian-jimenez-suarez4@alumno.juego-02","Tecnologia","2BACH-1"
"lucia-vargas-garcia4@alumno.juego-02","Matematicas","2BACH-2"
"lucia-vargas-garcia4@alumno.juego-02","Lengua","2BACH-2"
"lucia-vargas-garcia4@alumno.juego-02","Ingles","2BACH-2"
"lucia-vargas-garcia4@alumno.juego-02","Fisica","2BACH-2"
"lucia-vargas-garcia4@alumno.juego-02","Historia","2BACH-2"
"lucia-vargas-garcia4@alumno.juego-02","Tecnologia","2BACH-2"
"hugo-reyes-dominguez4@alumno.juego-02","Matematicas","2BACH-3"
"hugo-reyes-dominguez4@alumno.juego-02","Lengua","2BACH-3"
"hugo-reyes-dominguez4@alumno.juego-02","Ingles","2BACH-3"
"hugo-reyes-dominguez4@alumno.juego-02","Fisica","2BACH-3"
"hugo-reyes-dominguez4@alumno.juego-02","Historia","2BACH-3"
"hugo-reyes-dominguez4@alumno.juego-02","Tecnologia","2BACH-3"
"mia-gomez-vazquez4@alumno.juego-02","Matematicas","1ESO-1"
"mia-gomez-vazquez4@alumno.juego-02","Lengua","1ESO-1"
"mia-gomez-vazquez4@alumno.juego-02","Ingles","1ESO-1"
"mia-gomez-vazquez4@alumno.juego-02","Fisica","1ESO-1"
"mia-gomez-vazquez4@alumno.juego-02","Historia","1ESO-1"
"mia-gomez-vazquez4@alumno.juego-02","Tecnologia","1ESO-1"
"marcos-moreno-alonso4@alumno.juego-02","Matematicas","1ESO-2"
"marcos-moreno-alonso4@alumno.juego-02","Lengua","1ESO-2"
"marcos-moreno-alonso4@alumno.juego-02","Ingles","1ESO-2"
"marcos-moreno-alonso4@alumno.juego-02","Fisica","1ESO-2"
"marcos-moreno-alonso4@alumno.juego-02","Historia","1ESO-2"
"marcos-moreno-alonso4@alumno.juego-02","Tecnologia","1ESO-2"
"valeria-santos-medina4@alumno.juego-02","Matematicas","1ESO-3"
"valeria-santos-medina4@alumno.juego-02","Lengua","1ESO-3"
"valeria-santos-medina4@alumno.juego-02","Ingles","1ESO-3"
"valeria-santos-medina4@alumno.juego-02","Fisica","1ESO-3"
"valeria-santos-medina4@alumno.juego-02","Historia","1ESO-3"
"valeria-santos-medina4@alumno.juego-02","Tecnologia","1ESO-3"
"oscar-garcia-gonzalez4@alumno.juego-02","Matematicas","1ESO-4"
"oscar-garcia-gonzalez4@alumno.juego-02","Lengua","1ESO-4"
"oscar-garcia-gonzalez4@alumno.juego-02","Ingles","1ESO-4"
"oscar-garcia-gonzalez4@alumno.juego-02","Fisica","1ESO-4"
"oscar-garcia-gonzalez4@alumno.juego-02","Historia","1ESO-4"
"oscar-garcia-gonzalez4@alumno.juego-02","Tecnologia","1ESO-4"
"sara-alonso-castro4@alumno.juego-02","Matematicas","2ESO-1"
"sara-alonso-castro4@alumno.juego-02","Lengua","2ESO-1"
"sara-alonso-castro4@alumno.juego-02","Ingles","2ESO-1"
"sara-alonso-castro4@alumno.juego-02","Fisica","2ESO-1"
"sara-alonso-castro4@alumno.juego-02","Historia","2ESO-1"
"sara-alonso-castro4@alumno.juego-02","Tecnologia","2ESO-1"
"alejandro-castro-cruz4@alumno.juego-02","Matematicas","2ESO-2"
"alejandro-castro-cruz4@alumno.juego-02","Lengua","2ESO-2"
"alejandro-castro-cruz4@alumno.juego-02","Ingles","2ESO-2"
"alejandro-castro-cruz4@alumno.juego-02","Fisica","2ESO-2"
"alejandro-castro-cruz4@alumno.juego-02","Historia","2ESO-2"
"alejandro-castro-cruz4@alumno.juego-02","Tecnologia","2ESO-2"
"emma-ortega-navarro4@alumno.juego-02","Matematicas","2ESO-3"
"emma-ortega-navarro4@alumno.juego-02","Lengua","2ESO-3"
"emma-ortega-navarro4@alumno.juego-02","Ingles","2ESO-3"
"emma-ortega-navarro4@alumno.juego-02","Fisica","2ESO-3"
"emma-ortega-navarro4@alumno.juego-02","Historia","2ESO-3"
"emma-ortega-navarro4@alumno.juego-02","Tecnologia","2ESO-3"
"martin-perez-ortega4@alumno.juego-02","Matematicas","2ESO-4"
"martin-perez-ortega4@alumno.juego-02","Lengua","2ESO-4"
"martin-perez-ortega4@alumno.juego-02","Ingles","2ESO-4"
"martin-perez-ortega4@alumno.juego-02","Fisica","2ESO-4"
"martin-perez-ortega4@alumno.juego-02","Historia","2ESO-4"
"martin-perez-ortega4@alumno.juego-02","Tecnologia","2ESO-4"
"claudia-torres-romero4@alumno.juego-02","Matematicas","3ESO-1"
"claudia-torres-romero4@alumno.juego-02","Lengua","3ESO-1"
"claudia-torres-romero4@alumno.juego-02","Ingles","3ESO-1"
"claudia-torres-romero4@alumno.juego-02","Fisica","3ESO-1"
"claudia-torres-romero4@alumno.juego-02","Historia","3ESO-1"
"claudia-torres-romero4@alumno.juego-02","Tecnologia","3ESO-1"
"sergio-herrera-serrano4@alumno.juego-02","Matematicas","3ESO-2"
"sergio-herrera-serrano4@alumno.juego-02","Lengua","3ESO-2"
"sergio-herrera-serrano4@alumno.juego-02","Ingles","3ESO-2"
"sergio-herrera-serrano4@alumno.juego-02","Fisica","3ESO-2"
"sergio-herrera-serrano4@alumno.juego-02","Historia","3ESO-2"
"sergio-herrera-serrano4@alumno.juego-02","Tecnologia","3ESO-2"
"noa-delgado-perez4@alumno.juego-02","Matematicas","3ESO-3"
"noa-delgado-perez4@alumno.juego-02","Lengua","3ESO-3"
"noa-delgado-perez4@alumno.juego-02","Ingles","3ESO-3"
"noa-delgado-perez4@alumno.juego-02","Fisica","3ESO-3"
"noa-delgado-perez4@alumno.juego-02","Historia","3ESO-3"
"noa-delgado-perez4@alumno.juego-02","Tecnologia","3ESO-3"
